0,0,0,68.639,68.816
1.405,0,0,68.639,69.396
2.318,0,0,68.639,69.977
3.256,0,0,68.639,69.396
4.157,0,0,68.639,69.396
5.015,0,0,68.639,69.396
5.885,0,0,68.639,69.396
6.78,0,0,68.639,69.396
7.659,0,0,68.639,69.396
8.527,0,0,68.639,69.396
9.409,0,0,68.639,69.396
10.283,0,0,68.639,69.396
11.203,0,0,68.639,69.396
12.078,0,0,68.639,69.396
12.945,0,0,68.639,69.396
13.81,0,0,68.639,69.396
14.663,0,0,68.639,69.396
15.538,0,0,68.639,69.396
16.418,0,0,68.639,69.396
17.288,100,0,68.639,69.396
18.163,100,0,68.639,69.396
19.017,100,0,68.639,69.396
19.893,100,0,68.639,69.396
20.799,100,0,68.639,69.396
21.666,100,0,68.639,69.396
22.514,100,0,68.639,69.396
23.412,100,0,68.639,69.396
24.31,100,0,68.639,69.396
25.172,100,0,68.639,69.396
26.07,100,0,69.219,69.396
26.935,100,0,68.639,69.396
27.793,100,0,69.219,69.396
28.669,100,0,69.219,69.396
29.61,100,0,69.219,69.396
30.495,100,0,69.799,68.816
31.416,100,0,69.799,69.396
32.312,100,0,69.799,69.396
33.213,100,0,69.799,69.396
34.134,100,0,70.379,69.396
35.041,100,0,70.379,69.396
35.941,100,0,70.379,69.396
36.828,100,0,70.959,69.396
37.717,100,0,70.959,69.396
38.578,100,0,71.539,69.977
39.504,100,0,71.539,69.396
40.377,100,0,71.539,69.977
41.304,100,0,72.119,69.977
42.197,100,0,72.119,69.977
43.063,100,0,72.699,69.396
43.938,100,0,72.699,69.977
44.922,100,0,72.699,69.977
45.851,100,0,73.279,69.977
46.76,100,0,73.279,69.977
47.654,100,0,73.859,69.977
48.544,100,0,73.859,69.977
49.472,100,0,73.859,69.977
50.353,100,0,74.439,69.977
51.228,100,0,74.439,69.977
52.129,100,0,75.02,69.396
53.013,100,0,75.02,69.977
53.895,100,0,75.6,69.977
54.757,100,0,75.6,69.977
55.653,100,0,75.6,69.977
56.542,100,0,76.18,69.977
57.437,100,0,76.18,69.977
58.335,100,0,76.76,69.977
59.233,100,0,76.76,69.977
60.118,100,0,77.34,69.977
61.018,100,0,77.34,69.977
61.907,100,0,77.92,69.977
62.79,100,0,77.92,69.977
63.701,100,0,77.92,69.977
64.585,100,0,78.5,69.977
65.523,100,0,78.5,70.557
66.418,100,0,79.08,70.557
67.324,100,0,79.08,69.977
68.222,250,0,79.08,70.557
69.125,250,0,79.66,70.557
70,250,0,79.66,70.557
70.927,250,0,80.24,70.557
71.843,250,0,80.24,70.557
72.751,250,0,80.24,70.557
73.653,250,0,80.82,70.557
74.559,250,0,80.82,70.557
75.448,250,0,81.4,70.557
76.346,250,0,81.98,70.557
77.278,250,0,81.98,70.557
78.182,250,0,82.561,70.557
79.118,250,0,83.141,70.557
80.032,250,0,83.141,70.557
80.95,250,0,83.721,70.557
81.857,250,0,84.301,70.557
82.77,250,0,84.881,71.137
83.684,250,0,85.461,71.137
84.638,250,0,85.461,71.137
85.554,250,0,86.041,71.137
86.473,250,0,86.621,71.137
87.44,250,0,87.201,71.137
88.356,250,0,87.781,71.137
89.274,250,0,88.361,71.137
90.223,250,0,88.361,71.137
91.141,250,0,88.941,71.717
92.057,250,250,88.941,71.717
92.974,250,250,89.521,71.717
93.915,250,250,90.101,72.297
94.839,250,250,90.681,72.297
95.744,250,250,90.681,72.877
96.714,250,250,91.261,72.877
97.645,250,250,91.841,73.457
98.562,250,250,92.421,74.037
99.48,250,250,93.001,74.037
100.45,250,250,93.581,75.197
101.4,250,250,94.161,75.777
102.35,250,250,94.741,76.357
103.27,250,250,95.322,76.357
104.25,250,250,95.322,77.517
105.17,250,250,95.902,78.097
106.25,250,250,96.482,78.097
107.18,250,250,97.062,78.677
108.13,250,250,97.642,79.257
109.05,250,250,98.222,79.837
109.99,250,250,98.802,79.837
110.92,250,250,99.382,80.417
111.85,250,250,99.962,80.997
112.79,250,250,99.962,81.577
114,250,250,100.542,82.737
114.96,250,250,101.122,83.317
115.88,250,250,101.702,83.897
116.83,250,250,102.283,85.057
